Ns changes	Ns	time/s	voltage_measured	I/mA	(Q-Qo)/mA.h	Energy charge/W.h	Energy discharge/W.h	step time/s	Q discharge/mA.h	Q charge/mA.h	Capacity/mA.h	cycle number	P/W	R/Ohm	Temperature/ï¿½C	Unnamed: 16	operator_notes
0	0	4.700000223238021	3.5179365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.193754		
0	0	4.800000227987766	3.5178971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.17799		
0	0	4.900000232737511	3517.8970999999997		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.201637		
0	0	5.000000237487257	3.5179365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.14646		
0	0	5.100000242237002	3517.8970999999997		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.20952		
0	0	5.200000246986747	3.5179365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.296227		
0	0	5.300000251736492	3.5180154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.311991		
0	0	5.400000256486237	3.5180154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.256815		
0	0	5.500000261235982	3.517976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.217402		
0	0	5.600000265985727	3.5178971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.311991		
0	0	5.700000270735472	3.5179365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.965164		
